DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,23,$10361.56,$11044.04,$10165.08
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,21,$20655.14,$9809.95,$9007.47
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,48,$32914.27,$6489.60,$5577.85
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,102,$31751.00,$12590.08,$11432.90
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NY - East Long Island,29,$19184.72,$11271.89,$10454.37
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,13,$23190.30,$9181.61,$8146.53
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,28,$23465.85,$7271.57,$6392.42
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,33,$10959.96,$5096.96,$3798.27
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,58,$26444.43,$6192.51,$5338.50
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,71,$40586.71,$12038.73,$10752.54
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,NY - Albany,11,$13079.63,$4809.45,$3889.09
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,NY - Albany,17,$22839.76,$6248.00,$5454.58
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,38,$23346.68,$9007.28,$8238.65
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,14,$18455.57,$11353.07,$10475.07
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,17,$23797.88,$5746.47,$4843.58
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,105,$43850.77,$12149.81,$10790.94
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,23,$26132.08,$7180.86,$6248.47
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,13,$18786.76,$11929.53,$10979.07
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,NY - Albany,43,$27756.79,$7456.95,$6749.13
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,11,$13449.63,$5767.54,$4853.00
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,21,$13835.09,$13583.28,$12676.04
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,12,$10369.83,$8643.41,$7797.08
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,13,$11200.92,$5409.84,$4720.61
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,NY - Albany,20,$13239.20,$5977.30,$4676.70
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,163,$41609.15,$12118.48,$10505.14
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,31,$23216.48,$6969.22,$6135.54
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,108,$52757.82,$9947.56,$8684.89
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,18,$28914.94,$6906.77,$5545.33
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330108,"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,14902,NY - Elmira,11,$14777.45,$5968.27,$5456.63
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,40,$67397.65,$10014.65,$9013.45
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,23,$14337.39,$6061.82,$5255.34
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,31,$32647.54,$6443.16,$5412.74
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,13,$17476.23,$12181.23,$11489.53
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,18,$28423.72,$12485.94,$11677.27
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,NY - Albany,13,$13748.61,$8304.15,$7448.15
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,23,$21995.34,$7557.60,$6822.13
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,28,$40757.89,$6591.07,$5628.78
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,13,$27314.00,$11063.30,$10030.69
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,11,$16065.63,$5521.72,$4804.27
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,NY - Syracuse,12,$17106.91,$8515.00,$7765.66
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,26,$33856.19,$7310.92,$6378.53
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,57,$26132.47,$8888.36,$8079.19
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,28,$18342.42,$6154.50,$5394.35
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,49,$36405.81,$8971.28,$6896.36
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,116,$34283.56,$10651.64,$9816.81
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,NY - Albany,17,$14177.23,$5047.29,$4191.05
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,30,$24101.10,$6535.73,$5718.30
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,19,$38260.63,$6290.94,$5519.78
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,28,$15809.57,$9239.71,$8476.14
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,23,$26293.08,$6590.13,$4767.60
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,25,$11924.36,$4665.08,$3809.88
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,31,$15972.45,$10486.77,$9687.54
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,49,$38575.36,$11960.24,$11022.20
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,44,$41033.38,$10629.31,$9800.38
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,33,$13807.78,$11101.33,$10352.45
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,37,$23067.05,$6629.02,$5777.56
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,15,$29731.46,$9042.93,$8214.93
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,15,$16525.20,$12511.00,$11609.66
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,21,$16101.66,$6995.90,$6197.95
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,17,$30326.35,$13759.11,$13097.00
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,51,$22589.88,$8573.52,$7738.23
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,41,$39497.21,$9736.58,$8648.56
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,NY - Syracuse,13,$10615.53,$5107.00,$4156.53
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,NY - Syracuse,20,$17970.95,$7243.95,$5504.15
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,13,$19540.07,$9368.00,$8328.00
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,19,$18791.36,$11068.84,$10181.89
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRING,NY,12866,NY - Albany,12,$15246.41,$4933.33,$4000.66
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island,11,$12341.54,$11790.72,$11279.09
